eq_class,members,representative,model,chains,molecule,nts
52785.1,1,2R7Z,1,P,Protein-RNA Complex,10
28179.1,1,3GTP,1,R,Protein-RNA Complex,13
65457.1,1,5KL8,1,C,Protein-RNA Complex,11
05013.1,1,7L1F,1,T+P,Protein-RNA Complex,31
73142.1,1,6XYW,1,2,Protein-RNA Complex,1743
73836.1,1,5XLO,1,K,Protein-RNA Complex,38
60222.1,1,5JBJ,1,X+Y,Protein-RNA Complex,24
83556.1,1,2R93,1,R,Protein-RNA Complex,14
08125.1,1,6Z1P,1,Ab+Aa,Protein-RNA Complex,2515
96851.1,1,7D8C,1,B,Protein-RNA Complex,38
97269.1,1,6Q95,1,4,Protein-RNA Complex,319
79955.1,1,6R6G,1,AF,Protein-RNA Complex,212
83504.1,1,3I4N,1,P,Protein-RNA Complex,10
50256.1,1,6FRK,1,1,Protein-RNA Complex,258
18284.1,1,5UHC,1,I,Protein-RNA Complex,3
86266.1,1,4P8Z,1,A,Solo RNA,188
86182.1,1,3LOB,1,R,Protein-RNA Complex,7
89185.1,1,5GAP,1,V,Protein-RNA Complex,67
93255.1,1,5H0R,1,H+I,Protein-RNA Complex,84
05749.1,1,4X6A,1,R,Protein-RNA Complex,9
66347.1,1,4W29,1,AX,Protein-RNA Complex,76
09916.1,1,3JBU,1,X,Protein-RNA Complex,11
98299.1,1,5T7V,1,D,Protein-RNA Complex,74
00361.1,1,7LYG,1,A,Solo RNA,142
49799.1,1,2B63,1,R,Protein-RNA Complex,27
05181.1,1,5VT0,1,R,Protein-RNA Complex,112
86975.1,1,3H3V,1,P,Protein-RNA Complex,8
47453.1,1,6W64,1,B,Protein-RNA Complex,38
42919.1,1,6RIN,1,R,Protein-RNA Complex,13
04840.1,1,3UZT,1,B,Protein-RNA Complex,6
87230.1,1,3JB9,1,C,Protein-RNA Complex,105
22049.1,1,6O1O,1,M+N,Protein-RNA Complex,66
34846.1,1,5L3P,1,y,Protein-RNA Complex,66
63930.1,1,6XYW,1,3,Protein-RNA Complex,118
42729.1,1,7KX7,1,B,Protein-RNA Complex,6
77788.1,1,7OI3,1,B,Protein-RNA Complex,6
69936.1,1,3GTQ,1,R,Protein-RNA Complex,11
94716.1,1,7NGA,1,X+Y,Protein-RNA Complex,30
18685.1,1,7VG3,1,D+C,Protein-RNA Complex,62
46700.1,1,7N0B,1,T+D,Protein-RNA Complex,39
04785.1,1,7WB1,1,D,Protein-RNA Complex,121
74642.1,1,7PUA,1,CA,Protein-RNA Complex,501
23013.1,1,7PUA,1,CB,Protein-RNA Complex,3
73491.1,1,7MLB,1,I,Protein-RNA Complex,5
09116.1,1,7MLI,1,I,Protein-RNA Complex,5
21296.1,1,6KQN,1,I,Protein-RNA Complex,5
63209.1,1,3R1E,1,A+B,Solo RNA,15
00732.1,1,6OY7,1,I,Protein-RNA Complex,5
16634.1,1,3S2D,1,R,Protein-RNA Complex,4
94750.1,1,5XY3,1,1+4,Protein-RNA Complex,2698
38498.1,1,5K36,1,M,Protein-RNA Complex,7
40208.1,1,3J06,1,R,Protein-RNA Complex,3
79566.1,1,6ZJ3,1,LO,Protein-RNA Complex,120
45855.1,1,4V8Q,1,BY,Protein-RNA Complex,61
28840.1,1,4A93,1,P,Protein-RNA Complex,9
98950.1,1,6R9J,1,B,Protein-RNA Complex,5
77670.1,1,6RM3,1,L70,Protein-RNA Complex,118
84898.1,1,1TFY,1,G+J,Protein-RNA Complex,19
91999.1,1,5HSW,1,B,Protein-RNA Complex,18
51034.1,1,4HKQ,1,E,Protein-RNA Complex,16
81627.1,1,7KRP,1,P+T,Protein-RNA Complex,73
32430.1,1,5VM9,1,D,Protein-RNA Complex,14
18881.1,1,6SWD,1,2,Protein-RNA Complex,1012
83196.1,1,5O5J,1,W,Protein-RNA Complex,19
61711.1,1,3QJP,1,R,Protein-RNA Complex,8
88937.1,1,3S2H,1,R,Protein-RNA Complex,5
62395.1,1,7BZF,1,F+G,Protein-RNA Complex,19
53861.1,1,6XQB,1,F+E,Protein-RNA Complex,15
86891.1,1,5LZS,1,ii,Protein-RNA Complex,76
18349.1,1,6CYT,1,N,Protein-RNA Complex,17
80872.1,1,3M3Y,1,R,Protein-RNA Complex,11
08464.1,1,4B3O,1,R,Protein-RNA Complex,23
65818.1,1,1N33,1,Y+Z,Protein-RNA Complex,14
39307.1,1,7NT5,1,N,Protein-RNA Complex,78
60559.1,1,7NKY,1,P,Protein-RNA Complex,16
60024.1,1,6ZWW,1,D,Protein-RNA Complex,12
36514.1,1,4GXY,1,A,Solo RNA,160
74768.1,1,7PD3,1,B,Protein-RNA Complex,64
04359.1,1,3S1M,1,R,Protein-RNA Complex,5
70878.1,1,7AOR,1,2,Protein-RNA Complex,470
15685.1,1,1CWP,1,F,Protein-RNA Complex,4
43894.1,1,6SWE,1,2,Protein-RNA Complex,458
46764.1,1,4V5K,1,CX,Protein-RNA Complex,8
56744.1,1,1XNR,1,X+W,Protein-RNA Complex,15
15098.1,1,7M3T,1,bb,Protein-RNA Complex,12
24667.1,1,7C08,1,O,Protein-RNA Complex,5
08854.1,1,5IB8,1,1L,Protein-RNA Complex,64
39845.1,1,6ZJ3,1,LI,Protein-RNA Complex,522
61139.1,1,4JV5,1,Y,Protein-RNA Complex,10
29179.1,1,3PU1,1,R,Protein-RNA Complex,45
84568.1,1,6BSI,1,R,Protein-RNA Complex,24
16585.1,1,3PO2,1,P,Protein-RNA Complex,15
20925.1,1,6KQM,1,I,Protein-RNA Complex,4
37879.1,1,2C0B,1,R,Protein-RNA Complex,10
79129.1,1,7ASE,1,1,Protein-RNA Complex,75
85531.1,1,6DNH,1,E,Protein-RNA Complex,7
67948.1,1,6R9M,1,B,Protein-RNA Complex,4
23423.1,1,6UVN,1,M,Protein-RNA Complex,60
96728.1,1,3S1N,1,R,Protein-RNA Complex,5
55512.1,1,6P18,1,R,Protein-RNA Complex,11
73684.1,1,4GKK,1,X+W,Protein-RNA Complex,9
13679.1,1,7M3T,1,h+S,Protein-RNA Complex,13
88533.1,1,6ZWW,1,B,Protein-RNA Complex,12
14866.1,1,5KK5,1,B,Protein-RNA Complex,39
22605.1,1,4DWA,1,D,Protein-RNA Complex,3
92073.1,1,6H5S,1,E,Protein-RNA Complex,6
61996.1,1,6NUT,1,D,Protein-RNA Complex,6
03445.1,1,1QVF,1,3,Protein-RNA Complex,12
97214.1,1,3JBV,1,W,Protein-RNA Complex,75
01428.1,1,6KUJ,1,V+R,Protein-RNA Complex,23
07497.1,1,4DR6,1,W+V,Protein-RNA Complex,12
03885.1,1,3Q2T,1,F,Protein-RNA Complex,5
26115.1,1,3AVV,1,T+G,Protein-RNA Complex,19
37397.1,1,6Z6M,1,CC,Protein-RNA Complex,85
22639.1,1,4K0K,1,Y+X,Protein-RNA Complex,15
76684.1,1,6SXO,1,L8,Protein-RNA Complex,58
87724.1,1,6YWX,1,bb,Protein-RNA Complex,61
42385.1,1,7DU2,1,R,Protein-RNA Complex,3
12236.1,1,6ZWW,1,H,Protein-RNA Complex,10
78250.1,1,6P5N,1,1,Protein-RNA Complex,207
03631.1,1,2A64,1,A,Solo RNA,298
28332.1,1,6JJI,1,B,Solo RNA,14
44691.1,1,3W3S,1,B,Protein-RNA Complex,98
32401.1,1,6ZJ3,1,LL,Protein-RNA Complex,90
27149.1,1,6QCT,1,R+M,Protein-RNA Complex,25
18857.1,1,5EMO,1,F,Protein-RNA Complex,6
43421.1,1,2XB2,1,R,Protein-RNA Complex,7
64976.1,1,6K32,1,t+p,Protein-RNA Complex,7
04427.1,1,6RM3,1,S60,Protein-RNA Complex,1231
34349.1,1,6ZYM,1,6,Protein-RNA Complex,79
28858.1,1,6ZVK,1,E1,Protein-RNA Complex,153
94252.1,1,5EMO,1,E,Protein-RNA Complex,6
39338.1,1,6TZ1,1,N,Protein-RNA Complex,3
90326.1,1,6ZJ3,1,LH+LG,Protein-RNA Complex,698
66570.1,1,6MPI,1,X+W,Protein-RNA Complex,14
36990.1,1,4PMI,1,A,Protein-RNA Complex,40
01515.1,1,2VUM,1,P,Protein-RNA Complex,10
77057.1,1,4BHH,1,R,Protein-RNA Complex,44
73600.1,1,4IJS,1,H,Protein-RNA Complex,9
86209.1,1,7C06,1,1,Protein-RNA Complex,5
88520.1,1,3PDM,1,R,Protein-RNA Complex,3
34039.1,1,6DU5,1,B,Protein-RNA Complex,25
99552.1,1,6DT8,1,D,Protein-RNA Complex,6
18267.1,1,6R9Q,1,B,Protein-RNA Complex,4
37940.1,1,2R7U,1,X,Protein-RNA Complex,5
06465.1,1,7O81,1,AJ,Protein-RNA Complex,74
47294.1,1,6VPC,1,A,Protein-RNA Complex,81
78414.1,1,6MPF,1,X+W,Protein-RNA Complex,14
91474.1,1,4QK9,1,A,Solo RNA,116
40973.1,1,3ERC,1,G,Protein-RNA Complex,4
04601.1,1,5DDO,1,B,Protein-RNA Complex,58
69350.1,1,5DDO,1,A,Protein-RNA Complex,58
28508.1,1,6R9O,1,B,Protein-RNA Complex,4
68817.1,1,7CTT,1,T+Q,Protein-RNA Complex,34
02307.1,1,4WT8,1,DV,Protein-RNA Complex,55
35459.1,1,6MKN,1,X+W,Protein-RNA Complex,15
33750.1,1,3HOV,1,P,Protein-RNA Complex,10
69305.1,1,7AM2,1,R1,Protein-RNA Complex,3
06055.1,1,6SJD,1,D,Protein-RNA Complex,17
82938.1,1,1XNQ,1,X+W,Protein-RNA Complex,15
20497.1,1,5O1Z,1,B,Protein-RNA Complex,6
78065.1,1,3S15,1,R,Protein-RNA Complex,7
47291.1,1,1T0K,1,D+C,Protein-RNA Complex,27
15937.1,1,6SWE,1,4,Protein-RNA Complex,17
22144.1,1,6TZ2,1,N+T+M,Protein-RNA Complex,90
70040.1,1,5K36,1,L,Protein-RNA Complex,17
45626.1,1,4KZ2,1,B+A+C,Solo RNA,54
71246.1,1,5VM9,1,B,Protein-RNA Complex,12
99944.1,1,2VRT,1,G,Protein-RNA Complex,3
83715.1,1,5DV7,1,A+B,Protein-RNA Complex,36
68756.1,1,7BHP,1,B,Protein-RNA Complex,36
16650.1,1,3PKM,1,G,Protein-RNA Complex,9
93158.1,1,6GML,1,P,Protein-RNA Complex,17
17334.1,1,5WEA,1,B,Protein-RNA Complex,8
90532.1,1,6KOQ,1,I,Protein-RNA Complex,10
46024.1,1,5XY3,1,3,Protein-RNA Complex,117
35406.1,1,4Z92,1,D,Protein-RNA Complex,6
75645.1,1,5XXB,1,1+4,Protein-RNA Complex,3234
40133.1,1,7AM2,1,R2+R5,Protein-RNA Complex,39
64715.1,1,7DN3,1,R,Protein-RNA Complex,6
05337.1,1,6UQ3,1,R,Protein-RNA Complex,10
77704.1,1,6WVJ,1,R,Protein-RNA Complex,8
68504.1,1,6ZJ3,1,LD,Protein-RNA Complex,110
08919.1,1,6ZJ3,1,LJ,Protein-RNA Complex,154
00321.1,1,6ZJ3,1,LK,Protein-RNA Complex,61
79079.1,1,6QCS,1,M,Protein-RNA Complex,4
42371.1,1,7KHA,1,J,Protein-RNA Complex,45
67394.1,1,5XYI,1,2,Protein-RNA Complex,1490
69202.1,1,4JV5,1,X,Protein-RNA Complex,4
87226.1,1,6TZ1,1,T+M,Protein-RNA Complex,20
57792.1,1,6HA8,1,x,Protein-RNA Complex,75
35479.1,1,4KQY,1,A,Solo RNA,119
96736.1,1,6T0S,1,V+M,Protein-RNA Complex,43
49764.1,1,5WNU,1,b+a,Protein-RNA Complex,6
02825.1,1,6AH3,1,T,Protein-RNA Complex,80
36591.1,1,5XWY,1,B,Protein-RNA Complex,51
65098.1,1,7C08,1,1,Protein-RNA Complex,5
62996.1,1,6JXM,1,B,Solo RNA,97
97393.1,1,5LZD,1,x,Protein-RNA Complex,48
84648.1,1,6D90,1,4,Protein-RNA Complex,194
01522.1,1,6T0V,1,R+M,Protein-RNA Complex,29
45734.1,1,6OGY,1,M,Protein-RNA Complex,2
60226.1,1,6H5Q,1,R,Protein-RNA Complex,6
44916.1,1,3HJF,1,Y,Protein-RNA Complex,14
35284.1,1,6LKQ,1,w,Protein-RNA Complex,6
68474.1,1,6IQW,1,I,Protein-RNA Complex,24
72651.1,1,6ZQG,1,D5,Protein-RNA Complex,9
80069.1,1,7C08,1,I,Protein-RNA Complex,5
77692.1,1,4BXX,1,P,Protein-RNA Complex,11
02335.1,1,5VSU,1,I,Protein-RNA Complex,72
83025.1,1,7VG2,1,D+C,Protein-RNA Complex,71
29366.1,1,7ELH,1,R+S,Protein-RNA Complex,120
68259.1,1,5UNE,1,A+B,Solo RNA,94
08270.1,1,6U6Y,1,F,Protein-RNA Complex,3
21689.1,1,2B3J,1,G,Protein-RNA Complex,7
62747.1,1,4FTB,1,R,Protein-RNA Complex,15
10787.1,1,5X6B,1,P,Protein-RNA Complex,75
26105.1,1,5ELS,1,I,Protein-RNA Complex,6
56742.1,1,6D3P,1,A,Solo RNA,45
96380.1,1,2IX1,1,B,Protein-RNA Complex,13
60255.1,1,4LMZ,1,B,Protein-RNA Complex,5
15952.1,1,1SI2,1,B,Protein-RNA Complex,9
28720.1,1,4J1G,1,E,Protein-RNA Complex,44
72277.1,1,3NMA,1,B+C,Protein-RNA Complex,5
48589.1,1,2O3V,1,A+B,Solo RNA,43
12115.1,1,6NY5,1,C,Protein-RNA Complex,13
92104.1,1,3T5Q,1,C,Protein-RNA Complex,8
25155.1,1,5K78,1,Y,Protein-RNA Complex,2
00810.1,1,4C7O,1,E,Protein-RNA Complex,48
15699.1,1,6W5C,1,B,Protein-RNA Complex,50
49839.1,1,6ZDP,1,B,Protein-RNA Complex,67
16377.1,1,5JCF,1,Y+X,Protein-RNA Complex,21
56199.1,1,5NEW,1,H,Protein-RNA Complex,6
06780.1,1,1S03,1,A,Protein-RNA Complex,47
48635.1,1,7DFG,1,T+P,Protein-RNA Complex,28
42626.1,1,7OFZ,1,C,Protein-RNA Complex,19
19188.1,1,4QEI,1,C,Protein-RNA Complex,68
91654.1,1,7JNH,1,B,Solo RNA,85
59799.1,1,2F8S,1,C+D,Protein-RNA Complex,44
51220.1,1,7DVQ,1,F+H,Protein-RNA Complex,123
88832.1,1,6XN5,1,R,Protein-RNA Complex,32
02486.1,1,5BKN,1,e,Protein-RNA Complex,11
60142.1,1,2OIU,1,P,Solo RNA,71
37355.1,1,6WOO,1,3,Protein-RNA Complex,76
66843.1,1,5AMQ,1,C,Protein-RNA Complex,10
25467.1,1,5T5H,1,A+C,Protein-RNA Complex,1385
73487.1,1,2QK9,1,B,Protein-RNA Complex,18
74421.1,1,1F1T,1,A,Solo RNA,33
01806.1,1,3IAB,1,R,Protein-RNA Complex,46
11290.1,1,1N38,1,C+B,Protein-RNA Complex,7
76648.1,1,1AV6,1,B,Protein-RNA Complex,6
33059.1,1,4X4U,1,G,Protein-RNA Complex,18
78685.1,1,4NH5,1,B,Protein-RNA Complex,14
10909.1,1,6XA1,1,Bv,Protein-RNA Complex,64
31286.1,1,6MSF,1,R,Protein-RNA Complex,14
31462.1,1,6VRB,1,B,Protein-RNA Complex,52
66547.1,1,5WTY,1,C,Protein-RNA Complex,11
81482.1,1,6F3H,1,D,Protein-RNA Complex,6
65768.1,1,3AEV,1,C,Protein-RNA Complex,11
56560.1,1,3QJJ,1,Q,Protein-RNA Complex,12
44743.1,1,6AJK,1,B,Protein-RNA Complex,28
54575.1,1,5T5H,1,D,Protein-RNA Complex,114
14315.1,1,6E8T,1,D,Solo RNA,35
03657.1,1,1DDL,1,D,Protein-RNA Complex,7
99566.1,1,6YWE,1,bb,Protein-RNA Complex,74
46777.1,1,1YFG,1,A,Solo RNA,64
31040.1,1,5ZTM,1,C,Protein-RNA Complex,48
29277.1,1,4N2S,1,B,Protein-RNA Complex,4
18291.1,1,3T5Q,1,D,Protein-RNA Complex,7
93862.1,1,7C7A,1,R,Protein-RNA Complex,9
75761.1,1,6XLL,1,R,Protein-RNA Complex,4
23920.1,1,6P2H,1,A,Solo RNA,68
03470.1,1,1SER,1,T,Protein-RNA Complex,61
39179.1,1,4WZM,1,B+C,Protein-RNA Complex,15
28964.1,1,1PGL,1,3,Protein-RNA Complex,6
30259.1,1,5T7B,1,R,Protein-RNA Complex,10
29002.1,1,4WSB,1,V+R,Protein-RNA Complex,28
24791.1,1,3GS5,1,A,Solo RNA,27
08924.1,1,4Z7K,1,C,Protein-RNA Complex,25
70717.1,1,6UFG,1,A,Solo RNA,160
70596.1,1,5BKN,1,UU+ll,Protein-RNA Complex,14
37308.1,1,5BKL,1,e+P,Protein-RNA Complex,18
30485.1,1,7OB9,1,R,Protein-RNA Complex,21
55295.1,1,3FTE,1,C+D,Protein-RNA Complex,44
10796.1,1,1BR3,1,A,DNA-RNA Hybrid,13
62361.1,1,6JOO,1,B,Protein-RNA Complex,95
90150.1,1,5T5H,1,G,Protein-RNA Complex,120
97629.1,1,3NL0,1,B+C,Protein-RNA Complex,13
36229.1,1,4XBF,1,D,Protein-RNA Complex,4
13221.1,1,1H3E,1,B,Protein-RNA Complex,79
35535.1,1,1VQ6,1,4,Protein-RNA Complex,1
65712.1,1,3VNV,1,T+G,Protein-RNA Complex,15
49747.1,1,3NNH,1,F,Protein-RNA Complex,10
82055.1,1,6ASO,1,I,Protein-RNA Complex,69
42548.1,1,5WZH,1,B,Protein-RNA Complex,11
16594.1,1,5G4T,1,A+B,Solo RNA,19
51824.1,1,5WTI,1,B,Protein-RNA Complex,115
66381.1,1,6H4N,1,I,Protein-RNA Complex,5
11942.1,1,6MSF,1,S,Protein-RNA Complex,10
72627.1,1,1U9S,1,A,Solo RNA,155
00896.1,1,2BX2,1,R,Protein-RNA Complex,14
96183.1,1,7D58,1,T,Protein-RNA Complex,5
24846.1,1,6TY9,1,T+N,Protein-RNA Complex,37
38685.1,1,5DTO,1,B,Protein-RNA Complex,4
14977.1,1,4B3G,1,H,Protein-RNA Complex,8
77778.1,1,4WZQ,1,B+C,Protein-RNA Complex,15
55371.1,1,3AVW,1,T+G,Protein-RNA Complex,20
33835.1,1,2JLT,1,A,Solo RNA,17
28661.1,1,5K78,1,X,Protein-RNA Complex,3
24663.1,1,3GS5,1,C,Solo RNA,36
41538.1,1,1WNE,1,B+C,Protein-RNA Complex,13
54615.1,1,7JIL,1,3,Protein-RNA Complex,110
52691.1,1,4E78,1,P+T,Protein-RNA Complex,8
26059.1,1,4P3U,1,C+D,Solo RNA,41
54448.1,1,2BBV,1,N,Protein-RNA Complex,10
19332.1,1,6R9P,1,B,Protein-RNA Complex,4
75875.1,1,3SN2,1,B,Protein-RNA Complex,29
80035.1,1,5W6V,1,R,Protein-RNA Complex,10
34353.1,1,3QJJ,1,R,Protein-RNA Complex,12
25893.1,1,4ERD,1,C+D,Protein-RNA Complex,44
65081.1,1,6SY6,1,D,Protein-RNA Complex,36
43482.1,1,7MQA,1,L2,Protein-RNA Complex,177
22308.1,1,7ORO,1,T+P,Protein-RNA Complex,20
89699.1,1,7ED5,1,J+I,Protein-RNA Complex,44
67642.1,1,7QEP,1,1,Protein-RNA Complex,2319
96182.1,1,7QEP,1,2,Protein-RNA Complex,119
07714.1,1,6LSF,1,C+B,Protein-RNA Complex,28
98152.1,1,4WTJ,1,T+P,Protein-RNA Complex,6
06133.1,1,4PEH,1,Z,Protein-RNA Complex,2
79951.1,1,4OJI,1,A,Solo RNA,54
55153.1,1,3FS0,1,B+A,Solo RNA,21
26582.1,1,4K27,1,U,Solo RNA,55
91105.1,1,4OOG,1,D,Protein-RNA Complex,34
90371.1,1,5WZJ,1,B,Protein-RNA Complex,11
21945.1,1,3TS2,1,U,Protein-RNA Complex,23
67036.1,1,5H1L,1,B,Protein-RNA Complex,7
08150.1,1,1YVP,1,G,Protein-RNA Complex,5
26816.1,1,3K5Z,1,B,Protein-RNA Complex,9
86744.1,1,3SZX,1,A+B,Solo RNA,38
43929.1,1,6UV1,1,C,Protein-RNA Complex,7
04400.1,1,6KWR,1,B,Protein-RNA Complex,28
36938.1,1,5I9H,1,B,Protein-RNA Complex,11
74729.1,1,4G0A,1,E,Protein-RNA Complex,2
26975.1,1,5JS1,1,B,Protein-RNA Complex,10
37961.1,1,7EU9,1,B,Protein-RNA Complex,43
23835.1,1,5XTM,1,B,Protein-RNA Complex,46
07342.1,1,6WYB,1,B,Protein-RNA Complex,11
14653.1,1,1DQF,1,B+A,Solo RNA,19
22464.1,1,1R3E,1,C,Protein-RNA Complex,16
53294.1,1,1EC6,1,D,Protein-RNA Complex,20
03183.1,1,4XW1,1,C,Solo RNA,8
07579.1,1,4OHZ,1,B,Protein-RNA Complex,4
92759.1,1,1FIX,1,A,DNA-RNA Hybrid,10
55642.1,1,4KQ0,1,B+E,Protein-RNA Complex,38
49071.1,1,5YKI,1,C,Protein-RNA Complex,9
82818.1,1,4KRF,1,R,Protein-RNA Complex,12
99181.1,1,1MSW,1,R,Protein-RNA Complex,10
06759.1,1,6EEN,1,I,Protein-RNA Complex,9
72021.1,1,4PQV,1,A,Solo RNA,68
12561.1,1,6QN3,1,A+B,Solo RNA,100
70063.1,1,4WTM,1,T+P,Protein-RNA Complex,5
79034.1,1,7DOL,1,C,Protein-RNA Complex,6
56893.1,1,3P59,1,E+A+C+G+B+D+F+H,Solo RNA,94
19513.1,1,438D,1,A+B,Solo RNA,16
18859.1,1,6JQ5,1,B+A,Solo RNA,164
38306.1,1,6DCL,1,C,Protein-RNA Complex,11
09770.1,1,246D,1,A+B,DNA-RNA Hybrid,16
35088.1,1,3LOA,1,B+A,Solo RNA,42
63291.1,1,6GVY,1,C+B,Protein-RNA Complex,12
58017.1,1,4JNG,1,L,Protein-RNA Complex,42
16274.1,1,4OAV,1,C,Protein-RNA Complex,4
61884.1,1,4WTK,1,T+P,Protein-RNA Complex,5
15094.1,1,6IA2,1,A+B,Solo RNA,41
51980.1,1,3AVX,1,T+G,Protein-RNA Complex,22
46564.1,1,4ATO,1,G,Protein-RNA Complex,33
48255.1,1,7K16,1,P,Solo RNA,50
20306.1,1,4ZLR,1,C,Protein-RNA Complex,14
32675.1,1,3TS2,1,V,Protein-RNA Complex,23
03341.1,1,4HOR,1,X,Protein-RNA Complex,4
32973.1,1,5YTS,1,B,Protein-RNA Complex,4
64483.1,1,7M2V,1,QQ,Protein-RNA Complex,10
98920.1,1,4QU6,1,B,Protein-RNA Complex,3
20857.1,1,5VAJ,1,C,Protein-RNA Complex,10
82735.1,1,4WTL,1,T+P,Protein-RNA Complex,5
51076.1,1,1QC0,1,C+D,Solo RNA,38
26402.1,1,2NUG,1,E+F+C+D,Protein-RNA Complex,48
13614.1,1,6KWQ,1,B,Protein-RNA Complex,31
50004.1,1,1FXL,1,B,Protein-RNA Complex,8
37244.1,1,4R3I,1,B,Protein-RNA Complex,4
96254.1,1,6N6H,1,D,Protein-RNA Complex,2
33763.1,1,3D0M,1,X,Solo RNA,16
96160.1,1,3CJZ,1,A+B,Solo RNA,24
07634.1,1,6HU6,1,B+F,Solo RNA,19
18481.1,1,5EV4,1,B,Protein-RNA Complex,8
59651.1,1,2OEU,1,A,DNA-RNA Hybrid,42
65501.1,1,7MJY,1,M,Protein-RNA Complex,5
43688.1,1,7CGF,1,B,Protein-RNA Complex,8
14080.1,1,315D,1,A+B,DNA-RNA Hybrid,16
45442.1,1,397D,1,A+B,Solo RNA,27
63943.1,1,354D,1,A+B,DNA-RNA Hybrid,23
12687.1,1,4RBZ,1,A,Solo RNA,12
50990.1,1,4U34,1,B+A,Solo RNA,13
80567.1,1,3GVN,1,A+B,Solo RNA,14
